,Date,Adv,Dec,Adv_Dec_Ratio,Adv_Dec_Ratio_Recalc,Mean_Adv_Dec_Ratio
0,2017-07-13,846,846,1.0,1.0,1.0873903418167707
0,2017-07-14,592,1111,0.53,0.5328532853285328,1.068640199721816
0,2017-07-17,829,874,0.95,0.948512585812357,1.0666535778795454
0,2017-07-18,601,1106,0.54,0.5433996383363472,1.0541928374208036
0,2017-07-19,1121,544,2.06,2.0606617647058822,1.061613740782148
0,2017-07-20,782,903,0.87,0.8660022148394242,1.065341513608049
0,2017-07-21,750,920,0.82,0.8152173913043478,1.0667253948381659
0,2017-07-24,819,875,0.94,0.936,1.0687589699676996
0,2017-07-25,748,952,0.79,0.7857142857142857,1.0641570964313996
0,2017-07-26,848,842,1.01,1.007125890736342,1.0588755946025667
0,2017-07-27,468,1227,0.38,0.38141809290953543,1.059561813446354
0,2017-07-28,779,891,0.87,0.8742985409652076,1.0602194596875159
0,2017-07-31,809,891,0.91,0.9079685746352413,1.0574868898927994
0,2017-08-01,644,1044,0.62,0.6168582375478927,1.0566554722682782
0,2017-08-02,658,1045,0.63,0.6296650717703349,1.0583319816432253
0,2017-08-03,435,1246,0.35,0.3491171749598716,1.0549513585210293
0,2017-08-04,831,850,0.98,0.9776470588235294,1.0580063491503746
0,2017-08-07,1041,655,1.59,1.5893129770992367,1.0569027256746137
0,2017-08-08,344,1355,0.25,0.25387453874538746,1.0478529293954009
0,2017-08-09,328,1363,0.24,0.24064563462949376,1.0271655733664462
0,2017-08-10,187,1532,0.12,0.12206266318537859,1.020987656814117
0,2017-08-11,631,1090,0.58,0.5788990825688073,1.0175645966548688
0,2017-08-14,1379,338,4.08,4.079881656804734,1.0528783385960505
0,2017-08-16,1148,538,2.13,2.133828996282528,1.0702149507065266
0,2017-08-17,923,726,1.27,1.2713498622589532,1.0637573734913737
0,2017-08-18,589,1102,0.53,0.5344827586206896,1.0595795280465543
0,2017-08-21,518,1197,0.43,0.4327485380116959,1.0570838366034945
0,2017-08-22,542,1132,0.48,0.4787985865724382,1.0495380368518512
0,2017-08-23,1125,556,2.02,2.023381294964029,1.0625215923349622
0,2017-08-24,963,728,1.32,1.3228021978021978,1.0563970963273726
0,2017-08-28,1133,547,2.07,2.0712979890310788,1.063620047727655
0,2017-08-29,479,1215,0.39,0.39423868312757204,1.0373249048677193
0,2017-08-30,1261,399,3.16,3.1604010025062657,1.044333773192377
0,2017-08-31,1004,679,1.48,1.4786450662739323,1.0502822350283005
0,2017-09-01,1106,566,1.95,1.9540636042402826,1.0636014970249021
0,2017-09-04,581,1126,0.52,0.5159857904085258,1.0542975868130453
0,2017-09-05,1149,529,2.17,2.172022684310019,1.0600672726978764
0,2017-09-06,854,835,1.02,1.022754491017964,1.0649024818416328
0,2017-09-07,951,750,1.27,1.268,1.0685039835481174
0,2017-09-08,692,1002,0.69,0.6906187624750499,1.0656648008024974
0,2017-09-11,923,779,1.18,1.1848523748395379,1.0723393727221686
0,2017-09-12,1010,688,1.47,1.4680232558139534,1.0741585698579648
0,2017-09-13,603,1081,0.56,0.5578168362627197,1.0589264251450856
0,2017-09-14,861,817,1.05,1.0538555691554468,1.0597792998121929
0,2017-09-15,690,991,0.7,0.6962663975782039,1.0525669279199692
0,2017-09-18,1042,666,1.56,1.5645645645645645,1.0568148607320698
0,2017-09-19,844,847,1.0,0.9964580873671782,1.0626564158368306
0,2017-09-20,798,879,0.91,0.9078498293515358,1.063976109434508
0,2017-09-21,586,1107,0.53,0.5293586269196026,1.059950446877413
0,2017-09-22,216,1494,0.14,0.14457831325301204,1.0531451570485697
0,2017-09-25,314,1423,0.22,0.2206605762473647,1.047396254336467
0,2017-09-26,1077,602,1.79,1.7890365448504983,1.0548260137243661
0,2017-09-27,264,1434,0.18,0.18410041841004185,1.0534407062404947
0,2017-09-28,1019,648,1.57,1.5725308641975309,1.0534737071901623
0,2017-09-29,1088,599,1.82,1.8163606010016695,1.0593481565736729
0,2017-10-03,896,801,1.12,1.118601747815231,1.0543669816228032
0,2017-10-04,965,731,1.32,1.320109439124487,1.0607265018465406
0,2017-10-05,935,736,1.27,1.2703804347826086,1.06891223390521
0,2017-10-06,1175,528,2.23,2.225378787878788,1.0771256177435937
0,2017-10-09,987,757,1.3,1.3038309114927344,1.0792706266103822
0,2017-10-10,1025,703,1.46,1.4580369843527738,1.0865356998878328
0,2017-10-11,521,1188,0.44,0.4385521885521885,1.0886174427035875
0,2017-10-12,1142,567,2.01,2.0141093474426808,1.103994550164028
0,2017-10-13,787,930,0.85,0.8462365591397849,1.1082944366934495
0,2017-10-16,814,920,0.88,0.8847826086956522,1.1147549505934276
0,2017-10-17,844,840,1.0,1.0047619047619047,1.1223007246225967
0,2017-10-18,762,952,0.8,0.8004201680672269,1.1013771873755298
0,2017-10-19,902,724,1.25,1.2458563535911602,1.0844695537283429
0,2017-10-23,830,923,0.9,0.8992416034669556,1.0896874599590909
0,2017-10-24,969,762,1.27,1.2716535433070866,1.093813391365316
0,2017-10-25,720,1000,0.72,0.72,1.0877404108639233
0,2017-10-26,922,801,1.15,1.1510611735330836,1.0865472182514282
0,2017-10-27,906,835,1.09,1.0850299401197605,1.082927270918228
0,2017-10-30,1150,603,1.91,1.9071310116086235,1.0895119500182715
0,2017-10-31,883,851,1.04,1.037602820211516,1.0955727327423503
0,2017-11-01,964,794,1.21,1.2141057934508817,1.0937919382890156
0,2017-11-02,855,888,0.96,0.9628378378378378,1.0932869833340606
0,2017-11-03,910,821,1.11,1.1084043848964678,1.0935854910234242
0,2017-11-06,854,886,0.96,0.963882618510158,1.0980758023570407
0,2017-11-07,452,1288,0.35,0.35093167701863354,1.0914052630121192
0,2017-11-08,567,1167,0.49,0.48586118251928023,1.0874164172101934
0,2017-11-09,976,748,1.3,1.304812834224599,1.0905711806235292
0,2017-11-10,711,998,0.71,0.7124248496993988,1.0866519508596537
0,2017-11-13,646,1094,0.59,0.5904936014625228,1.08483390681132
0,2017-11-14,702,1035,0.68,0.6782608695652174,1.0839750060730098
0,2017-11-15,375,1394,0.27,0.26901004304160686,1.076842202135067
0,2017-11-16,1147,581,1.97,1.9741824440619622,1.0906563386594164
0,2017-11-17,1109,632,1.75,1.754746835443038,1.1056067920884736
0,2017-11-20,1103,650,1.7,1.696923076923077,1.119627206967712
0,2017-11-21,970,767,1.26,1.2646675358539765,1.1219171787592161
0,2017-11-22,805,947,0.85,0.8500527983104541,1.1105438328684467
0,2017-11-23,924,805,1.15,1.1478260869565218,1.1119737261443
0,2017-11-24,1034,731,1.41,1.414500683994528,1.1013676956398468
0,2017-11-27,1021,727,1.4,1.404401650618982,1.1061844918461519
0,2017-11-28,857,895,0.96,0.9575418994413408,1.0962807441738986
0,2017-11-29,807,939,0.86,0.8594249201277955,1.0913569878350105
0,2017-11-30,696,1032,0.67,0.6744186046511628,1.0877384169286806
0,2017-12-01,606,1151,0.53,0.526498696785404,1.0789232852021724
0,2017-12-04,684,1079,0.63,0.633920296570899,1.0790184920103405
0,2017-12-05,682,1072,0.64,0.6361940298507462,1.0714797230889899
0,2017-12-06,560,1190,0.47,0.47058823529411764,1.066185605441931
0,2017-12-07,1273,473,2.69,2.6913319238900635,1.0877703918275463
0,2017-12-08,1069,692,1.54,1.5447976878612717,1.0937332428480355
0,2017-12-11,923,847,1.09,1.089728453364817,1.0991965309983203
0,2017-12-12,558,1206,0.46,0.4626865671641791,1.0832167790229033
0,2017-12-13,516,1242,0.42,0.41545893719806765,1.0787113462464897
0,2017-12-14,647,1106,0.58,0.5849909584086799,1.076409081917533
0,2017-12-15,1170,576,2.03,2.03125,1.0873615819175328
0,2017-12-18,924,827,1.12,1.117291414752116,1.0906773532079113
0,2017-12-19,1338,421,3.18,3.178147268408551,1.1123875669846333
0,2017-12-20,1064,687,1.55,1.5487627365356622,1.1240610134208948
0,2017-12-21,1118,645,1.73,1.7333333333333334,1.132651361344576
0,2017-12-22,1032,735,1.4,1.4040816326530612,1.137612491924754
0,2017-12-26,1045,750,1.39,1.3933333333333333,1.1453772428826086
0,2017-12-27,710,1080,0.66,0.6574074074074074,1.1456546662389793
0,2017-12-28,911,856,1.06,1.064252336448598,1.1528060178538666
0,2017-12-29,1021,784,1.3,1.302295918367347,1.1560525064493046
0,2018-01-01,988,835,1.18,1.1832335329341317,1.1519917120076537
0,2018-01-02,67,1164,0.06,0.05756013745704467,1.1500285679947702
0,2018-01-03,1182,605,1.95,1.9537190082644629,1.16715930173112
0,2018-01-04,1158,641,1.81,1.8065522620904837,1.184004197720171
0,2018-01-05,1053,757,1.39,1.391017173051519,1.192125378624998
0,2018-01-08,1107,729,1.52,1.5185185185185186,1.1665117472421358
0,2018-01-09,761,1053,0.72,0.7226970560303894,1.1524004278396145
0,2018-01-10,722,1071,0.67,0.6741363211951448,1.1464282924289764
0,2018-01-11,976,813,1.2,1.2004920049200491,1.15308838489197
0,2018-01-12,761,1047,0.73,0.7268385864374403,1.1560292853762275
0,2018-01-15,905,898,1.01,1.0077951002227172,1.16131925051273
0,2018-01-16,340,1491,0.23,0.22803487592219987,1.143365786322312
0,2018-01-17,890,908,0.98,0.9801762114537445,1.1399395264588275
0,2018-01-18,331,1502,0.22,0.2203728362183755,1.1214302749307004
0,2018-01-19,910,886,1.03,1.0270880361173815,1.1277587684605985
0,2018-01-22,983,799,1.23,1.230287859824781,1.1084576370337837
0,2018-01-23,865,928,0.93,0.9321120689655172,1.1029923070606995
0,2018-01-24,542,1249,0.43,0.4339471577261809,1.0877911425955584
0,2018-01-25,610,1188,0.51,0.5134680134680135,1.0877659648261533
0,2018-01-29,548,1267,0.43,0.4325177584846093,1.070370915567899
0,2018-01-30,418,1387,0.3,0.3013698630136986,1.0631570692878567
0,2018-01-31,635,1165,0.55,0.5450643776824035,1.0559277130646807
0,2018-02-01,821,982,0.84,0.8360488798370672,1.0573820142383008
0,2018-02-02,135,1716,0.08,0.07867132867132867,1.0463202037766186
0,2018-02-05,684,1160,0.59,0.5896551724137931,1.0375365229426172
0,2018-02-06,303,1540,0.2,0.19675324675324676,1.0339258870475225
0,2018-02-07,1387,402,3.45,3.4502487562189055,1.057889818918157
0,2018-02-08,1497,301,4.97,4.973421926910299,1.100661374211478
0,2018-02-09,849,933,0.91,0.909967845659164,1.094115407022424
0,2018-02-12,1429,383,3.73,3.731070496083551,1.1214615311095877
0,2018-02-14,848,959,0.88,0.8842544316996872,1.1212255771330693
0,2018-02-15,483,1313,0.37,0.36785986290936784,1.1196105894929669
0,2018-02-16,353,1431,0.25,0.246680642907058,1.120631612789507
0,2018-02-19,392,1415,0.28,0.27703180212014133,1.1211953250482352
0,2018-02-20,792,965,0.82,0.8207253886010363,1.1115122134857405
0,2018-02-21,673,1097,0.61,0.6134913400182316,1.1158061227018223
0,2018-02-22,577,1184,0.49,0.4873310810810811,1.1049541248706578
0,2018-02-23,1361,435,3.13,3.128735632183908,1.11807787518248
0,2018-02-26,1075,738,1.46,1.456639566395664,1.1214582533682844
0,2018-02-27,620,1177,0.53,0.5267629566694987,1.1135247885437345
0,2018-02-28,692,1086,0.64,0.6372007366482505,1.107192991562391
0,2018-03-01,690,1072,0.64,0.6436567164179104,1.0913757708477823
0,2018-03-05,404,1415,0.29,0.2855123674911661,1.0811925854077666
0,2018-03-06,359,1437,0.25,0.24982602644398053,1.0691104758286787
0,2018-03-07,264,1562,0.17,0.16901408450704225,1.0664150947882272
0,2018-03-08,835,959,0.87,0.8706986444212722,1.0549809877580132
0,2018-03-09,689,1101,0.63,0.6257947320617621,1.0527765694872329
0,2018-03-12,984,832,1.18,1.1826923076923077,1.0557556664771994
0,2018-03-13,1215,579,2.1,2.098445595854922,1.0666925033881296
0,2018-03-14,868,896,0.97,0.96875,1.0683758017074572
0,2018-03-15,1100,674,1.63,1.632047477744807,1.0722377129489937
0,2018-03-16,534,1263,0.42,0.42280285035629456,1.0674733254178872
0,2018-03-19,285,1546,0.18,0.18434670116429497,1.0566002569964592
0,2018-03-20,691,1124,0.61,0.6147686832740213,1.0555479438291995
0,2018-03-21,868,904,0.96,0.9601769911504425,1.0536391020053733
0,2018-03-22,425,1391,0.31,0.3055355859094177,1.0458441584632696
0,2018-03-23,343,1482,0.23,0.23144399460188933,1.0290872882932023
0,2018-03-26,852,997,0.85,0.8545636910732196,1.0272568970018192
0,2018-03-27,1317,477,2.76,2.761006289308176,1.0427259019603923
0,2018-03-28,588,1235,0.48,0.4761133603238866,1.0378586571852528
0,2018-04-02,1493,312,4.79,4.785256410256411,1.0746271774388523
0,2018-04-03,1351,446,3.03,3.0291479820627805,1.0952798310743785
0,2018-04-04,736,1064,0.69,0.6917293233082706,1.0986878075372748
0,2018-04-05,1528,290,5.27,5.268965517241379,1.1465188508844957
0,2018-04-06,1099,699,1.57,1.5722460658082975,1.1491931832003328
0,2018-04-09,1092,715,1.53,1.5272727272727273,1.157341661976066
0,2018-04-10,851,952,0.89,0.8939075630252101,1.160375801591693
0,2018-04-11,732,1058,0.69,0.6918714555765595,1.1605119074518064
0,2018-04-12,741,1042,0.71,0.7111324376199616,1.16493313139759
0,2018-04-13,881,926,0.95,0.9514038876889849,1.15470534583386
0,2018-04-16,865,954,0.91,0.9067085953878407,1.1462249634333082
0,2018-04-17,963,841,1.15,1.1450653983353152,1.1407063866474305
0,2018-04-18,667,1109,0.6,0.6014427412082958,1.1340741387009738
0,2018-04-19,999,805,1.24,1.2409937888198759,1.1379835486060679
0,2018-04-20,745,1048,0.71,0.7108778625954199,1.133614066362457
0,2018-04-23,922,884,1.04,1.0429864253393666,1.1298989237759054
0,2018-04-24,789,1020,0.77,0.7735294117647059,1.1235902013873627
0,2018-04-25,558,1252,0.45,0.44568690095846647,1.118471651402534
0,2018-04-26,796,982,0.81,0.8105906313645621,1.1179833085149016
0,2018-04-27,981,815,1.2,1.203680981595092,1.1232759322843406
0,2018-04-30,966,840,1.15,1.15,1.1295109453164869
0,2018-05-02,533,1291,0.41,0.412858249419055,1.1273003248449682
0,2018-05-03,467,1334,0.35,0.35007496251874065,1.1244391341716482
0,2018-05-04,697,1101,0.63,0.6330608537693007,1.1260638603564002
0,2018-05-07,970,834,1.16,1.1630695443645085,1.1107812365611445
0,2018-05-08,770,1014,0.76,0.7593688362919132,1.1029269480454509
0,2018-05-09,753,1019,0.74,0.7389597644749755,1.0994192611565525
0,2018-05-10,452,1343,0.34,0.33655994043186893,1.0981579948892295
0,2018-05-11,709,1083,0.65,0.65466297322253,1.1005500352494741
0,2018-05-14,523,1283,0.41,0.40763834762275913,1.0987765091416148
0,2018-05-15,594,1200,0.5,0.495,1.083414009141615
0,2018-05-16,646,1143,0.57,0.5651793525809273,1.0778928885199028
0,2018-05-17,932,860,1.08,1.083720930232558,1.056948625138143
0,2018-05-18,467,1335,0.35,0.349812734082397,1.0449591251136103
0,2018-05-21,355,1469,0.24,0.24166099387338325,1.0300424017190108
0,2018-05-22,1029,766,1.34,1.343342036553525,1.0294350057580155
0,2018-05-23,698,1117,0.62,0.6248880931065354,1.0217505533557476
0,2018-05-24,818,970,0.84,0.843298969072165,1.0236094689723951
0,2018-05-25,1175,622,1.89,1.8890675241157557,1.0318576208490666
0,2018-05-28,1295,508,2.55,2.5492125984251968,1.0443267876496451
0,2018-05-29,832,967,0.86,0.860392967942089,1.0410983819997248
0,2018-05-30,760,1043,0.73,0.7286673058485139,1.0478094536836395
0,2018-05-31,646,1146,0.56,0.5636998254799301,1.0339092618557941
0,2018-06-01,439,1382,0.32,0.31765557163531116,1.0190202949512424
0,2018-06-04,292,1530,0.19,0.19084967320261437,1.0070186199527533
0,2018-06-05,308,1533,0.2,0.2009132420091324,0.9938425671876595
0,2018-06-06,1221,588,2.08,2.076530612244898,1.0073809027498044
0,2018-06-07,1439,387,3.72,3.7183462532299743,1.0378230020701529
0,2018-06-08,1015,777,1.31,1.3063063063063063,1.0388811450840154
0,2018-06-11,1048,749,1.4,1.3991989319092122,1.045604748538733
0,2018-06-12,1038,752,1.38,1.3803191489361701,1.0493299890258678
0,2018-06-13,856,940,0.91,0.9106382978723404,1.056156023245369
0,2018-06-14,817,955,0.86,0.8554973821989529,1.054909234952821
0,2018-06-15,682,1099,0.62,0.6205641492265697,1.0589111480829032
0,2018-06-18,560,1238,0.45,0.45234248788368336,1.053163692600566
0,2018-06-19,420,1381,0.3,0.30412744388124546,1.0439020884411307
0,2018-06-20,897,878,1.02,1.0216400911161732,1.0447973686626373
0,2018-06-21,470,1308,0.36,0.35932721712538224,1.0440511692566294
0,2018-06-22,824,938,0.88,0.8784648187633263,1.0477011373095824
0,2018-06-25,478,1322,0.36,0.3615733736762481,1.046991693461499
0,2018-06-26,552,1237,0.45,0.4462409054163298,1.048440403885525
0,2018-06-27,271,1570,0.17,0.17261146496815286,1.0447158747583827
0,2018-06-28,430,1356,0.32,0.31710914454277284,1.0395264774054396
0,2018-06-29,1348,459,2.94,2.9368191721132897,1.0681079558398594
0,2018-07-02,609,1196,0.51,0.5091973244147158,1.0673033773598686
0,2018-07-03,915,858,1.07,1.0664335664335665,1.0760001805566717
0,2018-07-04,835,942,0.89,0.886411889596603,1.0503618118904487
0,2018-07-05,688,1110,0.62,0.6198198198198198,1.006825790819544
0,2018-07-06,1039,749,1.39,1.3871829105473965,1.0115979414684262
0,2018-07-09,1265,528,2.4,2.3958333333333335,0.998245569840924
0,2018-07-10,1243,542,2.29,2.293357933579336,1.0123366048597204
0,2018-07-11,670,1140,0.59,0.5877192982456141,1.0145351992130829
0,2018-07-12,760,1031,0.74,0.7371483996120272,1.0194398767801327
0,2018-07-13,459,1344,0.34,0.34151785714285715,1.0200847373303599
0,2018-07-16,295,1527,0.19,0.19318925998690242,1.0138093760442186
0,2018-07-17,1056,761,1.39,1.3876478318002627,1.021550940962039
0,2018-07-18,499,1299,0.38,0.38414164742109314,1.020519046625439
0,2018-07-19,497,1309,0.38,0.37967914438502676,0.9930284817474501
0,2018-07-20,811,975,0.83,0.8317948717948718,0.9867800348014423
0,2018-07-23,1093,681,1.6,1.604992657856094,0.9975623318133082
0,2018-07-24,1456,355,4.1,4.101408450704225,1.032204408953868
0,2018-07-25,985,816,1.21,1.2071078431372548,1.0378389202210614
0,2018-07-26,910,879,1.04,1.0352673492605233,1.045336470038755
0,2018-07-27,1175,610,1.93,1.9262295081967213,1.0621005048562824
0,2018-07-30,1170,640,1.83,1.828125,1.078691614011212
0,2018-07-31,1007,776,1.3,1.297680412371134,1.0829614316907104
0,2018-08-01,949,820,1.16,1.1573170731707316,1.0882766551018002
0,2018-08-02,869,963,0.9,0.9023883696780893,1.085473615721658
0,2018-08-03,1284,548,2.34,2.343065693430657,1.0879198166974156
0,2018-08-06,1056,793,1.33,1.3316519546027743,1.0915488362434431
0,2018-08-07,792,1021,0.78,0.7757100881488737,1.082985462347484
0,2018-08-08,880,895,0.98,0.9832402234636871,1.0885898360785577
0,2018-08-09,924,882,1.05,1.0476190476190477,1.0972225595431053
0,2018-08-10,622,1183,0.53,0.525781910397295,1.0963326918143381
0,2018-08-13,571,1252,0.46,0.4560702875399361,1.091291624778233
0,2018-08-14,892,902,0.99,0.9889135254988913,1.0981254041741277
0,2018-08-16,706,1102,0.64,0.6406533575317604,1.1022174978034265
0,2018-08-17,1113,667,1.67,1.6686656671664168,1.1103585175643582
0,2018-08-20,1007,816,1.23,1.2340686274509804,1.0950891409457864
0,2018-08-21,893,928,0.96,0.9622844827586207,1.0999508521701338
0,2018-08-23,797,1010,0.79,0.7891089108910891,1.0599893771764806
0,2018-08-24,717,1091,0.66,0.6571952337305225,1.036269849693158
0,2018-08-27,987,829,1.19,1.1905910735826297,1.0412584671959015
0,2018-08-28,750,1050,0.71,0.7142857142857143,0.995711669166345
0,2018-08-29,845,953,0.89,0.8866736621196223,0.9888559451294582
0,2018-08-30,963,846,1.14,1.1382978723404256,0.9849661965801352
0,2018-08-31,949,854,1.11,1.1112412177985949,0.987139533127869
0,2018-09-03,885,966,0.92,0.9161490683229814,0.9893823092553333
0,2018-09-04,412,1424,0.29,0.2893258426966292,0.9851642433061
0,2018-09-05,601,1228,0.49,0.48941368078175895,0.9805443412370276
0,2018-09-06,1088,710,1.53,1.532394366197183,0.9868011989451211
0,2018-09-07,1060,743,1.43,1.4266487213997308,0.9896170321757652
0,2018-09-10,600,1230,0.49,0.4878048780487805,0.98848065354417
0,2018-09-11,459,1382,0.33,0.3321273516642547,0.9793919891726139
0,2018-09-12,722,1083,0.67,0.6666666666666666,0.9789498772133263
0,2018-09-14,1276,540,2.36,2.362962962962963,0.9921496425895623
0,2018-09-17,810,1020,0.79,0.7941176470588235,0.9923555249425035
0,2018-09-18,498,1326,0.38,0.3755656108597285,0.991654312041516
0,2018-09-19,589,1223,0.48,0.48160261651676206,0.988364431893038
0,2018-09-21,311,1600,0.19,0.194375,0.9782713720770871
0,2018-09-24,285,1619,0.18,0.17603458925262508,0.9685317179696133
0,2018-09-25,664,1186,0.56,0.5598650927487352,0.9700017864029101
0,2018-09-26,890,943,0.94,0.943796394485684,0.9759390007225797
0,2018-09-27,471,1374,0.34,0.34279475982532753,0.9730363397831399
0,2018-09-28,268,1621,0.17,0.16533004318322023,0.9630589447713271
0,2018-10-01,712,1144,0.62,0.6223776223776224,0.9616890326321841
0,2018-10-03,1092,783,1.39,1.3946360153256705,0.968245795140691
0,2018-10-04,467,1388,0.34,0.33645533141210376,0.9682447490504933
0,2018-10-05,413,1441,0.29,0.2866065232477446,0.9645641845507456
0,2018-10-08,501,1371,0.37,0.36542669584245074,0.9641420680329424
0,2018-10-09,679,1166,0.58,0.5823327615780446,0.9650153956487229
0,2018-10-10,1538,316,4.87,4.867088607594937,1.008034488198863
0,2018-10-11,523,1301,0.4,0.4019984627209839,1.0012172635237473
0,2018-10-12,1538,313,4.91,4.913738019169329,1.0468565163746166
0,2018-10-15,1251,582,2.15,2.149484536082474,1.0659347517967077
0,2018-10-16,1333,491,2.71,2.714867617107943,1.0796500076022517
0,2018-10-17,406,1425,0.28,0.2849122807017544,1.0762502494782038
0,2018-10-19,513,1302,0.39,0.39400921658986177,1.0717573519533807
0,2018-10-22,492,1351,0.36,0.36417468541820874,1.0565084235664053
0,2018-10-23,492,1335,0.37,0.3685393258426966,1.0347016908405804
0,2018-10-24,994,819,1.21,1.2136752136752136,1.0382345132979116
0,2018-10-25,563,1234,0.46,0.45623987034035657,1.0355102389428301
0,2018-10-26,787,1006,0.78,0.7823061630218688,1.0376963023182495
0,2018-10-29,1339,431,3.11,3.1067285382830625,1.065587031984727
0,2018-10-30,1088,702,1.55,1.5498575498575498,1.0791771107512762
0,2018-10-31,1196,607,1.97,1.970345963756178,1.0968714379687468
0,2018-11-01,1182,607,1.95,1.9472817133443163,1.095578948979741
0,2018-11-02,1168,652,1.79,1.7914110429447854,1.076309596876889
0,2018-11-05,869,913,0.95,0.9518072289156626,1.0727646061029827
0,2018-11-06,890,884,1.01,1.006787330316742,1.068840490087058
0,2018-11-07,1406,279,5.04,5.039426523297491,1.105431563830671
0,2018-11-09,943,847,1.11,1.1133412042502953,1.1074585928944507
0,2018-11-12,669,1144,0.58,0.5847902097902098,1.1047515211703633
0,2018-11-13,904,899,1.01,1.0055617352614015,1.1086014970307116
0,2018-11-14,788,1002,0.79,0.7864271457085829,1.1119423436089606
0,2018-11-15,797,1013,0.79,0.786771964461994,1.116768788814768
0,2018-11-16,746,1042,0.72,0.7159309021113244,1.1137116969247196
0,2018-11-19,933,847,1.1,1.1015348288075562,1.1211337730415414
0,2018-11-20,490,1327,0.37,0.36925395629238883,1.1160416644168318
0,2018-11-21,898,875,1.03,1.0262857142857142,1.1226887878229266
0,2018-11-22,695,1079,0.64,0.644114921223355,1.1246675279809968
0,2018-11-26,708,1086,0.65,0.6519337016574586,1.12946075034789
0,2018-11-27,854,920,0.93,0.9282608695652174,1.1355722675981144
0,2018-11-28,618,1168,0.53,0.5291095890410958,1.1114951717673924
0,2018-11-29,889,906,0.98,0.9812362030905077,1.1162155605541502
0,2018-11-30,928,869,1.07,1.0678941311852703,1.1162301662016672
0,2018-12-03,972,848,1.15,1.1462264150943395,1.1188283114566446
0,2018-12-04,815,972,0.84,0.838477366255144,1.1210148869209982
0,2018-12-05,473,1311,0.36,0.36079328756674295,1.1107509906911914
0,2018-12-06,385,1405,0.27,0.27402135231316727,1.0895328708809897
0,2018-12-07,769,999,0.77,0.7697697697697697,1.0742969892428942
0,2018-12-10,338,1455,0.23,0.2323024054982818,1.0707428203154208
0,2018-12-11,1230,519,2.37,2.3699421965317917,1.0870707582846186
0,2018-12-12,1474,311,4.74,4.739549839228296,1.1310510781054728
0,2018-12-13,1085,674,1.61,1.6097922848664687,1.1452171083542684
0,2018-12-14,836,938,0.89,0.8912579957356077,1.140253209993622
0,2018-12-17,1023,759,1.35,1.3478260869565217,1.1498900543889763
0,2018-12-18,998,780,1.28,1.2794871794871794,1.1588881347399977
0,2018-12-19,1196,584,2.05,2.047945205479452,1.1710496380768436
0,2018-12-20,842,949,0.89,0.8872497365648051,1.1638722088639306
0,2018-12-21,535,1248,0.43,0.4286858974358974,1.1271449833312472
0,2018-12-24,543,1542,0.35,0.3521400778210117,1.1185953056780849
0,2018-12-26,749,1012,0.74,0.7401185770750988,1.1156438179562307
0,2018-12-27,961,804,1.2,1.195273631840796,1.1083342591926715
0,2018-12-28,1133,646,1.75,1.7538699690402477,1.1075917088830738
0,2018-12-31,1078,728,1.48,1.4807692307692308,1.109422597067055
0,2019-01-01,997,732,1.36,1.3620218579234973,1.1114696449145827
0,2019-01-02,545,1212,0.45,0.44966996699669964,1.1069424608877687
0,2019-01-03,569,1199,0.47,0.4745621351125938,1.088257425304588
0,2019-01-04,883,893,0.99,0.9888017917133258,1.0848289236756934
0,2019-01-07,921,897,1.03,1.0267558528428093,1.0873393813226329
0,2019-01-08,871,913,0.95,0.9539978094194962,1.0870469571821908
0,2019-01-09,721,1061,0.68,0.6795475966069745,1.0833662426720703
0,2019-01-10,880,886,0.99,0.9932279909706546,1.088040703477804
0,2019-01-11,737,1017,0.72,0.7246804326450345,1.0907268049288548
0,2019-01-14,653,1137,0.57,0.5743183817062445,1.0865808534909283
0,2019-01-15,1137,629,1.81,1.807631160572337,1.098250631521334
0,2019-01-16,882,865,1.02,1.0196531791907515,1.0917605066415776
0,2019-01-17,669,1099,0.61,0.6087352138307552,1.0855071725053753
0,2019-01-18,522,1230,0.42,0.424390243902439,1.0801282301168136
0,2019-01-21,553,1238,0.45,0.4466882067851373,1.0767040230757539
0,2019-01-22,538,1244,0.43,0.432475884244373,1.0744568295808923
0,2019-01-23,677,1073,0.63,0.6309412861136999,1.068860331706203
0,2019-01-24,591,1178,0.5,0.50169779286927,1.0667344524920386
0,2019-01-25,443,1356,0.33,0.32669616519174044,1.0611346775227597
0,2019-01-28,352,1481,0.24,0.237677245104659,1.0521284712504022
0,2019-01-29,806,985,0.82,0.8182741116751269,1.0491988001891674
0,2019-01-30,984,811,1.21,1.2133168927250308,1.052170478433188
0,2019-01-31,1024,760,1.35,1.3473684210526315,1.062750904216748
0,2019-02-01,819,962,0.85,0.8513513513513513,1.066370280922444
0,2019-02-04,460,1387,0.33,0.3316510454217736,1.0543628477146898
0,2019-02-05,555,1274,0.44,0.43563579277864994,1.0444527184284789
0,2019-02-06,743,1047,0.71,0.7096466093600764,1.0466711357415919
0,2019-02-07,1037,760,1.36,1.3644736842105263,1.0569945990670546
0,2019-02-08,600,1211,0.5,0.495458298926507,1.055282515389653
0,2019-02-11,547,1299,0.42,0.4210931485758276,1.0358638172457817
0,2019-02-12,717,1077,0.67,0.6657381615598886,1.0345800223907924
0,2019-02-13,685,1116,0.61,0.6137992831541219,1.0369623591137362
0,2019-02-14,854,952,0.9,0.8970588235294118,1.0411169211838627
