,Date,Adv,Dec,Adv_Dec_Ratio,Adv_Dec_Ratio_Recalc,Mean_Adv_Dec_Ratio
0,2012-08-14,761,710,1.07,1.0718309859154929,1.0540769696630956
0,2012-08-16,761,710,1.07,1.0718309859154929,1.0618108504565067
0,2012-08-17,681,818,0.83,0.8325183374083129,1.0671516047648457
0,2012-08-21,815,673,1.21,1.2109955423476968,1.0760622594890221
0,2012-08-22,676,815,0.83,0.8294478527607362,1.0713707349062096
0,2012-08-23,663,813,0.82,0.8154981549815498,1.0456190109166663
0,2012-08-24,491,972,0.51,0.5051440329218106,1.0233865006286005
0,2012-08-27,444,1037,0.43,0.42815814850530376,1.0061167194302154
0,2012-08-28,352,1121,0.31,0.31400535236396077,1.0001517145880963
0,2012-08-29,457,1008,0.45,0.45337301587301587,0.9998090847072616
0,2012-08-30,739,726,1.02,1.0179063360881542,1.0014951723337882
0,2012-08-31,634,833,0.76,0.7611044417767107,1.0028090992349257
0,2012-09-03,807,656,1.23,1.2301829268292683,0.995887820933497
0,2012-09-04,846,603,1.4,1.4029850746268657,1.0043725983045038
0,2012-09-05,594,883,0.67,0.6727066817667045,0.9978346808950416
0,2012-09-06,762,700,1.09,1.0885714285714285,0.9934454810914087
0,2012-09-07,1037,450,2.3,2.3044444444444445,1.0029993594981172
0,2012-09-08,872,446,1.96,1.9551569506726458,1.012414874583075
0,2012-09-10,802,680,1.18,1.1794117647058824,1.0188551460762876
0,2012-09-11,813,657,1.24,1.2374429223744292,1.0282348292404873
0,2012-09-12,864,616,1.4,1.4025974025974026,1.0339840737067127
0,2012-09-13,597,895,0.67,0.6670391061452514,1.0360275990965235
0,2012-09-14,806,678,1.19,1.1887905604719764,1.0417761241702699
0,2012-09-17,896,616,1.45,1.4545454545454546,1.0500110060284997
0,2012-09-18,922,579,1.59,1.5924006908462867,1.0505963675186358
0,2012-09-20,515,966,0.53,0.5331262939958592,1.042229881262453
0,2012-09-21,1057,467,2.26,2.26338329764454,1.056530380905565
0,2012-09-24,904,593,1.52,1.5244519392917368,1.06767356186636
0,2012-09-25,777,706,1.1,1.1005665722379603,1.0765735365318292
0,2012-09-26,732,751,0.97,0.9747003994673769,1.0753681595741218
0,2012-09-27,753,747,1.01,1.0080321285140563,1.080915677678348
0,2012-09-28,925,595,1.55,1.5546218487394958,1.0926720274978257
0,2012-10-01,969,551,1.76,1.7586206896551724,1.1030281874460206
0,2012-10-03,934,595,1.57,1.5697478991596638,1.1144052780881026
0,2012-10-04,928,595,1.56,1.5596638655462185,1.1255147372563854
0,2012-10-05,450,1078,0.42,0.4174397031539889,1.1177886817992373
0,2012-10-08,664,841,0.79,0.7895362663495838,1.122074742137152
0,2012-10-09,883,677,1.3,1.3042836041358936,1.1247949975333493
0,2012-10-10,395,1130,0.35,0.3495575221238938,1.1208681383870467
0,2012-10-11,922,565,1.63,1.631858407079646,1.1184764049975255
0,2012-10-12,655,843,0.78,0.7769869513641756,1.1203391948651495
0,2012-10-15,764,730,1.05,1.0465753424657533,1.1253766827651819
0,2012-10-16,537,986,0.54,0.5446247464503042,1.1133801821380818
0,2012-10-17,659,827,0.8,0.7968561064087062,1.1073054819708879
0,2012-10-18,989,521,1.9,1.8982725527831095,1.1065117847344912
0,2012-10-19,577,938,0.62,0.6151385927505331,1.1016558713919236
0,2012-10-22,705,793,0.89,0.8890290037831021,1.1064869446198216
0,2012-10-23,603,884,0.68,0.6821266968325792,1.1056555169773687
0,2012-10-25,603,903,0.67,0.6677740863787376,1.1088900343979327
0,2012-10-26,458,1044,0.44,0.4386973180076628,1.1059017106658953
0,2012-10-29,561,940,0.6,0.5968085106382979,1.099936766852948
0,2012-10-30,425,1082,0.39,0.3927911275415896,1.067250258065668
0,2012-10-31,825,654,1.26,1.261467889908257,1.0654676534333414
0,2012-11-01,948,540,1.76,1.7555555555555555,1.073823208988897
0,2012-11-02,886,623,1.42,1.4221508828250402,1.0769480367204662
0,2012-11-05,672,834,0.81,0.8057553956834532,1.0735174954392055
0,2012-11-06,791,690,1.15,1.1463768115942028,1.0753223276752022
0,2012-11-07,927,573,1.62,1.617801047120419,1.0873312419364938
0,2012-11-08,662,854,0.78,0.775175644028103,1.0816132766091808
0,2012-11-09,486,1011,0.48,0.4807121661721068,1.0824280028336395
0,2012-11-12,684,804,0.85,0.8507462686567164,1.081262887075459
0,2012-11-15,542,981,0.55,0.5524974515800204,1.0697804266470212
0,2012-11-16,483,1021,0.47,0.4730656219392752,1.0562493641164141
0,2012-11-19,450,1051,0.43,0.42816365366317793,1.0517777872854366
0,2012-11-20,430,1066,0.4,0.40337711069418386,1.0446282972091172
0,2012-11-21,769,726,1.06,1.059228650137741,1.0458640153458834
0,2012-11-22,786,704,1.12,1.1164772727272727,1.0441512046073376
0,2012-11-23,647,841,0.77,0.7693222354340071,1.0410773815071321
0,2012-11-26,869,622,1.4,1.3971061093247588,1.026626050742873
0,2012-11-27,1002,512,1.96,1.95703125,1.0264159241211166
0,2012-11-29,891,638,1.4,1.396551724137931,1.0246941561391283
0,2012-11-30,939,587,1.6,1.5996592844974447,1.022481225174579
0,2012-12-03,938,588,1.6,1.5952380952380953,1.0119432215115751
0,2012-12-04,827,688,1.2,1.2020348837209303,1.0174246875448416
0,2012-12-05,893,627,1.42,1.4242424242424243,1.0274455263049354
0,2012-12-06,841,670,1.26,1.2552238805970148,1.0206339480134898
0,2012-12-07,678,855,0.79,0.7929824561403509,1.0227675942309444
0,2012-12-10,758,757,1.0,1.0013210039630118,1.0281853996751698
0,2012-12-11,476,1063,0.45,0.4477892756349953,1.0243176134191743
0,2012-12-12,639,859,0.74,0.7438882421420256,1.0259782442414473
0,2012-12-13,444,1097,0.4,0.4047402005469462,1.0259399319612026
0,2012-12-14,720,777,0.93,0.9266409266409267,1.0250148227597595
0,2012-12-17,823,702,1.17,1.1723646723646723,1.0249538087164445
0,2012-12-18,870,636,1.37,1.3679245283018868,1.033239559770712
0,2012-12-19,869,645,1.35,1.3472868217054264,1.0435322159736322
0,2012-12-20,600,897,0.67,0.6688963210702341,1.041120788050045
0,2012-12-21,358,1166,0.31,0.307032590051458,1.039342323627979
0,2012-12-24,736,769,0.96,0.9570871261378413,1.0462298471758111
0,2012-12-26,819,679,1.21,1.2061855670103092,1.0533169809045595
0,2012-12-27,525,970,0.54,0.5412371134020618,1.039226369931224
0,2012-12-28,786,706,1.11,1.113314447592068,1.039116910856849
0,2012-12-31,859,654,1.31,1.3134556574923548,1.0331605583408634
0,2013-01-01,1102,409,2.69,2.6943765281173593,1.0474210162897437
0,2013-01-02,958,568,1.69,1.6866197183098592,1.05740574051542
0,2013-01-03,899,610,1.47,1.4737704918032788,1.0556665771060507
0,2013-01-04,758,776,0.98,0.9768041237113402,1.0529041305382862
0,2013-01-07,841,683,1.23,1.2313323572474377,1.0584685751869936
0,2013-01-08,669,841,0.8,0.7954815695600476,1.0614081003627165
0,2013-01-09,600,923,0.65,0.6500541711809318,1.0614426443041802
0,2013-01-10,500,1010,0.5,0.49504950495049505,1.0543395679251137
0,2013-01-11,361,1159,0.31,0.3114754098360656,1.0467360121643194
0,2013-01-14,910,593,1.53,1.5345699831365935,1.0513634021365303
0,2013-01-15,749,752,1.0,0.9960106382978723,1.052998325145426
0,2013-01-16,328,1198,0.27,0.27378964941569284,1.0436262662161058
0,2013-01-17,681,825,0.83,0.8254545454545454,1.043586333143044
0,2013-01-18,592,922,0.64,0.6420824295010846,1.0418521758882393
0,2013-01-21,690,822,0.84,0.8394160583941606,1.045194896142963
0,2013-01-22,424,1103,0.38,0.3844061650045331,1.0447573763079552
0,2013-01-23,420,1100,0.38,0.38181818181818183,1.0454355046024972
0,2013-01-24,270,1264,0.21,0.21360759493670886,1.0430378503931343
0,2013-01-25,926,585,1.58,1.5829059829059828,1.0486878468613126
0,2013-01-28,796,688,1.16,1.1569767441860466,1.052646569885406
0,2013-01-29,529,966,0.55,0.5476190476190477,1.0458209310933038
0,2013-01-30,574,922,0.62,0.6225596529284165,1.0380166768763193
0,2013-01-31,679,801,0.85,0.8476903870162297,1.0397665139288146
0,2013-02-01,634,859,0.74,0.7380675203725262,1.0362614748468255
0,2013-02-04,525,978,0.54,0.5368098159509203,1.0185851285618903
0,2013-02-05,433,1074,0.4,0.4031657355679702,1.0030652164108433
0,2013-02-06,761,731,1.04,1.0410396716826265,1.001681495480611
0,2013-02-07,438,1057,0.41,0.41438032166508987,0.9934508694735175
0,2013-02-08,436,1072,0.41,0.40671641791044777,0.983492059626648
0,2013-02-11,617,893,0.69,0.6909294512877939,0.9837309630780734
0,2013-02-12,556,931,0.6,0.5972073039742213,0.9778151305130959
0,2013-02-13,585,895,0.65,0.6536312849162011,0.9698059888168034
0,2013-02-14,333,1174,0.28,0.2836456558773424,0.956718438467114
0,2013-02-15,595,915,0.65,0.6502732240437158,0.9578899077675925
0,2013-02-18,906,592,1.53,1.5304054054054055,0.9505601288452011
0,2013-02-19,1010,485,2.08,2.082474226804124,0.956140351720325
0,2013-02-20,787,697,1.13,1.1291248206599713,0.956425934204545
0,2013-02-21,316,1202,0.26,0.2628951747088186,0.9493078819569596
0,2013-02-22,740,752,0.98,0.9840425531914894,0.9490679862037338
0,2013-02-25,423,1083,0.39,0.39058171745152354,0.937427584890854
0,2013-02-26,265,1266,0.21,0.2093206951026856,0.9219345849453292
0,2013-02-27,824,694,1.19,1.1873198847262247,0.9181103048009948
0,2013-02-28,345,1160,0.3,0.2974137931034483,0.9054878040765673
0,2013-03-01,687,819,0.84,0.8388278388278388,0.9097016854333058
0,2013-03-04,360,1152,0.31,0.3125,0.9049313227698099
0,2013-03-05,999,504,1.98,1.9821428571428572,0.9117099152998794
0,2013-03-06,1034,468,2.21,2.2094017094017095,0.9303083571726576
0,2013-03-07,810,669,1.21,1.210762331838565,0.9260973964202469
0,2013-03-08,980,529,1.85,1.8525519848771266,0.9368530467553764
0,2013-03-11,733,762,0.96,0.9619422572178478,0.9360067159028972
0,2013-03-12,554,945,0.59,0.5862433862433862,0.936422902300828
0,2013-03-13,395,1108,0.36,0.3564981949458484,0.9320193231861995
0,2013-03-14,725,747,0.97,0.9705488621151271,0.9227420862795196
0,2013-03-15,506,1003,0.5,0.5044865403788634,0.921635565755803
0,2013-03-18,503,985,0.51,0.5106598984771573,0.9178518747027435
0,2013-03-19,336,1173,0.29,0.2864450127877238,0.913895057862295
0,2013-03-20,271,1241,0.22,0.21837228041901693,0.9094010398026978
0,2013-03-21,406,1111,0.37,0.36543654365436545,0.9086684320591648
0,2013-03-22,459,1053,0.44,0.4358974358974359,0.9070593213117562
0,2013-03-25,556,962,0.58,0.577962577962578,0.9089110358159661
0,2013-03-26,656,832,0.79,0.7884615384615384,0.9041809723014989
0,2013-03-28,909,568,1.6,1.6003521126760563,0.9026289378727038
0,2013-04-01,1145,373,3.07,3.06970509383378,0.9191044799827912
0,2013-04-02,1141,371,3.08,3.0754716981132075,0.9418016430070888
0,2013-04-03,646,863,0.75,0.7485515643105446,0.9378233905342522
0,2013-04-04,359,1156,0.31,0.31055363321799306,0.9247509163952279
0,2013-04-05,726,762,0.95,0.952755905511811,0.9265267190100651
0,2013-04-08,547,735,0.74,0.7442176870748299,0.9291617742190923
0,2013-04-09,416,905,0.46,0.45966850828729283,0.9252509966153981
0,2013-04-10,682,656,1.04,1.0396341463414633,0.9301223635630126
0,2013-04-11,711,628,1.13,1.1321656050955413,0.9367133633945751
0,2013-04-12,550,798,0.69,0.6892230576441103,0.9393239574343845
0,2013-04-15,720,611,1.18,1.1783960720130933,0.9470741470475735
0,2013-04-16,844,520,1.62,1.623076923076923,0.9527126297769654
0,2013-04-17,676,675,1.0,1.0014814814814814,0.9515626718645075
0,2013-04-18,818,544,1.5,1.5036764705882353,0.9589062142160497
0,2013-04-22,871,513,1.7,1.6978557504873295,0.9619137106276754
0,2013-04-23,678,701,0.97,0.9671897289586305,0.9520152954172617
0,2013-04-25,743,650,1.14,1.143076923076923,0.9494805474066517
0,2013-04-26,529,840,0.63,0.6297619047619047,0.9397815736092963
0,2013-04-29,753,588,1.28,1.280612244897959,0.9366353151058949
0,2013-04-30,628,716,0.88,0.8770949720670391,0.933385915989356
0,2013-05-02,806,578,1.39,1.3944636678200693,0.9330881284251324
0,2013-05-03,524,842,0.62,0.6223277909738717,0.9267591675289012
0,2013-05-06,819,571,1.43,1.4343257443082311,0.9331726004105799
0,2013-05-07,836,561,1.49,1.4901960784313726,0.9380613511552635
0,2013-05-08,694,683,1.02,1.0161054172767203,0.9437445125716806
0,2013-05-09,579,818,0.71,0.7078239608801956,0.9433838697590624
0,2013-05-10,684,688,0.99,0.9941860465116279,0.9492783282187092
0,2013-05-13,367,1028,0.36,0.35700389105058367,0.9435819578628057
0,2013-05-14,651,717,0.91,0.9079497907949791,0.9409378090471088
0,2013-05-15,909,461,1.97,1.9718004338394794,0.9469765681024848
0,2013-05-16,674,709,0.95,0.9506346967559943,0.9430100468529905
0,2013-05-17,630,739,0.85,0.8525033829499323,0.9448461174717875
0,2013-05-20,582,807,0.72,0.7211895910780669,0.9489876874820535
0,2013-05-21,478,904,0.53,0.5287610619469026,0.9447044268401441
0,2013-05-22,440,949,0.46,0.4636459430979979,0.937279030601021
0,2013-05-23,226,1155,0.2,0.19567099567099566,0.9338233694237104
0,2013-05-24,732,623,1.17,1.174959871589085,0.9344398236636805
0,2013-05-27,849,508,1.67,1.671259842519685,0.9380178655139538
0,2013-05-28,716,669,1.07,1.070254110612855,0.9217766413389087
0,2013-05-29,514,842,0.61,0.6104513064133017,0.9110149572199433
0,2013-05-30,565,797,0.71,0.7089084065244667,0.903366336367155
0,2013-05-31,350,1042,0.34,0.33589251439539347,0.8969572202739955
0,2013-06-03,561,792,0.71,0.7083333333333334,0.8917272300348545
0,2013-06-04,662,700,0.95,0.9457142857142857,0.893229557196397
0,2013-06-05,652,686,0.95,0.9504373177842566,0.8962333886624302
0,2013-06-06,637,705,0.9,0.9035460992907801,0.9003183546058331
0,2013-06-07,572,788,0.73,0.7258883248730964,0.9044624837562034
0,2013-06-10,433,943,0.46,0.4591728525980912,0.8937085124508184
0,2013-06-11,286,1057,0.27,0.27057710501419113,0.8864541771179816
0,2013-06-12,531,837,0.63,0.6344086021505376,0.89006036664533
0,2013-06-13,349,1010,0.35,0.3455445544554455,0.8852612667353391
0,2013-06-14,937,432,2.17,2.1689814814814814,0.900530257255143
0,2013-06-17,711,624,1.14,1.1394230769230769,0.903530327440432
0,2013-06-18,673,673,1.0,1.0,0.9096862657903867
0,2013-06-19,724,629,1.15,1.151033386327504,0.91737841783548
0,2013-06-20,241,1127,0.21,0.21384205856255545,0.9173807624717385
0,2013-06-21,471,890,0.53,0.5292134831460674,0.9068438374741393
0,2013-06-24,246,1128,0.22,0.21808510638297873,0.8974549210961087
0,2013-06-25,539,809,0.67,0.6662546353522868,0.898641276973441
0,2013-06-26,479,882,0.54,0.5430839002267573,0.8978465194464244
0,2013-06-27,720,628,1.15,1.1464968152866242,0.9008345837291283
0,2013-06-28,1011,377,2.68,2.6816976127320955,0.920270884652724
0,2013-07-01,1041,324,3.21,3.212962962962963,0.9470324161228444
0,2013-07-02,632,735,0.86,0.8598639455782313,0.9515993982229471
0,2013-07-03,342,1011,0.34,0.33827893175074186,0.9445717908236283
0,2013-07-04,732,609,1.2,1.2019704433497538,0.9524476920404749
0,2013-07-05,688,651,1.06,1.0568356374807988,0.9589488842361784
0,2013-07-08,515,781,0.66,0.6594110115236875,0.9586336998385373
0,2013-07-09,817,480,1.7,1.7020833333333334,0.9696824601321284
0,2013-07-10,559,729,0.77,0.766803840877915,0.9708141856917456
0,2013-07-11,846,474,1.78,1.7848101265822784,0.9858258303987949
0,2013-07-12,596,710,0.84,0.8394366197183099,0.987717464355541
0,2013-07-15,790,537,1.47,1.4711359404096833,0.9871247697055837
0,2013-07-16,399,905,0.44,0.4408839779005525,0.970708867216548
0,2013-07-17,513,804,0.64,0.6380597014925373,0.9657982160248737
0,2013-07-18,701,578,1.21,1.21280276816609,0.9752972919594464
0,2013-07-19,506,814,0.62,0.6216216216216216,0.9716730826437476
0,2013-07-22,569,754,0.75,0.7546419098143236,0.9753136845673757
0,2013-07-23,659,650,1.01,1.0138461538461538,0.9833589391548103
0,2013-07-24,307,1025,0.3,0.2995121951219512,0.9744808622587676
0,2013-07-25,420,891,0.47,0.4713804713804714,0.9762205290415378
0,2013-07-26,400,901,0.44,0.4439511653718091,0.9722717623069776
0,2013-07-29,396,928,0.43,0.4267241379310345,0.9734140036862878
0,2013-07-30,295,1022,0.29,0.28864970645792565,0.9564790721794387
0,2013-07-31,439,876,0.5,0.5011415525114156,0.9393964706105357
0,2013-08-01,396,913,0.43,0.43373493975903615,0.9316261966897403
0,2013-08-02,374,929,0.4,0.4025834230355221,0.9171265110713243
0,2013-08-05,615,686,0.9,0.8965014577259475,0.9164721030764054
0,2013-08-06,282,1052,0.27,0.26806083650190116,0.9132902775789905
0,2013-08-07,776,506,1.53,1.533596837944664,0.9250612640089786
0,2013-08-08,888,412,2.16,2.1553398058252426,0.9369091734460798
0,2013-08-12,921,411,2.24,2.240875912408759,0.9542730671663787
0,2013-08-13,871,447,1.95,1.948545861297539,0.9686519267945826
0,2013-08-14,733,600,1.22,1.2216666666666667,0.978004143333372
0,2013-08-16,247,1074,0.23,0.22998137802607077,0.9781202343094425
0,2013-08-19,395,916,0.43,0.43122270742358076,0.9787780959471347
0,2013-08-20,660,637,1.04,1.0361067503924646,0.984780189092085
0,2013-08-21,427,863,0.49,0.4947856315179606,0.9839484196276388
0,2013-08-22,762,526,1.45,1.4486692015209126,0.9905504962582325
0,2013-08-23,805,475,1.69,1.694736842105263,0.9914943435525245
0,2013-08-26,758,563,1.35,1.3463587921847247,0.9742608805360341
0,2013-08-27,267,1053,0.25,0.2535612535612536,0.9460417760905147
0,2013-08-28,417,885,0.47,0.4711864406779661,0.9432681248541886
0,2013-08-29,782,498,1.57,1.570281124497992,0.9558653997669887
0,2013-08-30,672,621,1.08,1.0821256038647342,0.9571590967505179
0,2013-09-02,896,409,2.19,2.1907090464547676,0.9716240103443173
0,2013-09-03,344,951,0.36,0.3617245005257624,0.9706445702667019
0,2013-09-04,841,475,1.77,1.7705263157894737,0.9779534919611821
0,2013-09-05,922,394,2.34,2.3401015228426396,0.990032851138653
0,2013-09-06,768,556,1.38,1.381294964028777,0.9969535702024998
0,2013-09-10,956,394,2.43,2.4263959390862944,1.0094335688732317
0,2013-09-11,861,478,1.8,1.801255230125523,1.0112153519437177
0,2013-09-12,639,693,0.92,0.922077922077922,1.0104213163496822
0,2013-09-13,808,529,1.53,1.5274102079395084,1.010658653723195
0,2013-09-16,532,797,0.67,0.6675031367628608,1.0003551275859504
0,2013-09-17,567,758,0.75,0.7480211081794196,0.9981634413781582
0,2013-09-18,683,634,1.08,1.0772870662460567,0.9975055428098494
0,2013-09-19,911,434,2.1,2.0990783410138247,1.0121987071723686
0,2013-09-20,432,887,0.49,0.48703494926719276,1.004262934216061
0,2013-09-23,479,849,0.56,0.5641931684334511,1.001133916179725
0,2013-09-24,590,691,0.85,0.85383502170767,0.9957276297186012
0,2013-09-25,554,734,0.75,0.7547683923705722,0.9970520357325681
0,2013-09-26,685,588,1.16,1.1649659863945578,0.9943584381534314
0,2013-09-27,596,712,0.84,0.8370786516853933,0.9878272638859716
0,2013-09-30,470,853,0.55,0.5509964830011723,0.9831761745432162
0,2013-10-01,755,548,1.38,1.3777372262773722,0.9898753071971877
0,2013-10-03,860,450,1.91,1.9111111111111112,0.9990445578431826
0,2013-10-04,639,671,0.95,0.9523099850968704,1.0049976187836456
0,2013-10-07,731,549,1.33,1.331511839708561,1.0092332392727814
0,2013-10-08,707,588,1.2,1.2023809523809523,1.0015390444581962
0,2013-10-09,873,457,1.91,1.9102844638949672,1.011135542129586
0,2013-10-10,765,547,1.4,1.3985374771480805,1.0165958830715673
0,2013-10-11,716,621,1.15,1.1529790660225443,1.020913777821012
0,2013-10-14,698,650,1.07,1.073846153846154,1.0263646287400048
0,2013-10-15,453,887,0.51,0.5107102593010147,1.0268352719020348
0,2013-10-17,643,704,0.91,0.9133522727272727,1.0340120846725975
0,2013-10-18,806,542,1.49,1.4870848708487086,1.0371333346651939
0,2013-10-21,859,477,1.8,1.80083857442348,1.0384291219842319
0,2013-10-22,894,492,1.82,1.8170731707317074,1.0458973125854203
0,2013-10-23,652,698,0.93,0.9340974212034384,1.0491337737333217
0,2013-10-24,591,756,0.78,0.7817460317460317,1.0498621499855374
0,2013-10-25,492,863,0.57,0.5701042873696408,1.0522042677152799
0,2013-10-28,494,854,0.58,0.5784543325526932,1.0509054777074733
0,2013-10-29,757,584,1.3,1.2962328767123288,1.054410663617454
0,2013-10-30,713,633,1.13,1.1263823064770933,1.0561701135043822
0,2013-10-31,737,600,1.23,1.2283333333333333,1.0594179858448076
0,2013-11-01,878,483,1.82,1.8178053830227743,1.0703371564263044
0,2013-11-03,930,217,4.29,4.285714285714286,1.1086025707574665
0,2013-11-05,743,619,1.2,1.2003231017770597,1.117900030725095
0,2013-11-06,713,635,1.12,1.1228346456692913,1.1227842911602826
0,2013-11-07,504,867,0.58,0.5813148788927336,1.1251419944046555
0,2013-11-08,552,801,0.69,0.6891385767790262,1.110343565357631
0,2013-11-11,473,882,0.54,0.536281179138322,1.1043121463797834
0,2013-11-12,461,897,0.51,0.5139353400222966,1.0994514997800064
0,2013-11-13,463,861,0.54,0.537746806039489,1.0933186339771261
0,2013-11-14,862,477,1.81,1.8071278825995807,1.1092514922174965
0,2013-11-18,862,512,1.68,1.68359375,1.1207952948860358
0,2013-11-19,694,678,1.02,1.0235988200589972,1.128850432022796
0,2013-11-20,647,707,0.92,0.9151343705799151,1.1313392293750721
0,2013-11-21,417,947,0.44,0.440337909186906,1.1303117694646738
0,2013-11-22,603,738,0.82,0.8170731707317073,1.1270175330191246
0,2013-11-25,864,491,1.76,1.759674134419552,1.1177972982359992
0,2013-11-26,505,846,0.6,0.5969267139479906,1.0916369357458495
0,2013-11-27,577,766,0.75,0.7532637075718016,1.0905709333657851
0,2013-11-28,797,536,1.49,1.4869402985074627,1.1020575470333522
0,2013-11-29,895,472,1.9,1.896186440677966,1.1089997070066346
0,2013-12-02,872,501,95.0,1.7405189620758483,1.115836540252585
0,2013-12-03,668,700,89.0,0.9542857142857143,1.1187852872802053
0,2013-12-04,585,769,92.0,0.7607282184655396,1.1093717361315274
0,2013-12-05,683,663,106.0,1.0301659125188536,1.1120053568479369
0,2013-12-06,728,626,101.0,1.1629392971246006,1.1057866485533598
0,2013-12-09,668,707,91.0,0.9448373408769448,1.1068406557649462
0,2013-12-10,434,909,94.0,0.47744774477447743,1.0969037738085943
0,2013-12-11,545,780,104.0,0.6987179487179487,1.099482113516768
0,2013-12-12,483,844,105.0,0.5722748815165877,1.0988242653170086
0,2013-12-13,334,1004,84.0,0.33266932270916333,1.0900229308624394
0,2013-12-16,557,757,90.0,0.7357992073976222,1.0911647067201995
0,2013-12-17,608,731,106.0,0.8317373461012312,1.0919356610830686
0,2013-12-18,896,441,108.0,2.0317460317460316,1.1021146598620672
0,2013-12-19,593,725,96.0,0.8179310344827586,1.1072988482556754
0,2013-12-20,933,406,99.0,2.2980295566502464,1.125565339108373
0,2013-12-23,902,476,87.0,1.8949579831932772,1.1400754072865877
0,2013-12-24,834,547,86.0,1.5246800731261425,1.1510549666385388
0,2013-12-26,936,453,80.0,2.066225165562914,1.1688307212295888
0,2013-12-27,767,614,90.0,1.249185667752443,1.1763111623819988
0,2013-12-30,696,698,79.0,0.997134670487106,1.1819451596892798
0,2013-12-31,825,561,91.0,1.4705882352941178,1.1926252078118658
0,2014-01-01,957,413,86.0,2.317191283292978,1.206832106067536
0,2014-01-02,422,980,66.0,0.4306122448979592,1.2084576201514965
0,2014-01-03,705,640,85.0,1.1015625,1.20413727677205
0,2014-01-06,796,565,92.0,1.4088495575221238,1.1966723742890186
0,2014-01-07,626,738,105.0,0.8482384823848238,1.1827459999887793
0,2014-01-08,771,609,96.0,1.2660098522167487,1.1759206398979714
0,2014-01-09,483,920,72.0,0.525,1.1689539732313048
0,2014-01-10,446,939,89.0,0.4749733759318424,1.1714038932103625
0,2014-01-13,705,746,86.0,0.9450402144772118,1.1765420682808987
0,2014-01-14,606,830,86.0,0.7301204819277108,1.1734822055962513
0,2014-01-15,760,680,92.0,1.1176470588235294,1.179710819869307
0,2014-01-16,570,887,80.0,0.6426155580608793,1.1716502834347067
0,2014-01-17,367,1075,79.0,0.3413953488372093,1.1581168685020262
0,2014-01-20,783,657,97.0,1.1917808219178083,1.156571088799357
0,2014-01-21,725,704,81.0,1.0298295454545454,1.1643337717182898
0,2014-01-22,755,661,108.0,1.1422087745839637,1.17104399505735
0,2014-01-23,612,825,99.0,0.7418181818181818,1.1627593656305517
0,2014-01-24,338,1121,71.0,0.3015165031222123,1.1549532746231264
0,2014-01-27,221,1229,43.0,0.17982099267697316,1.1348443940853485
0,2014-01-28,709,673,95.0,1.0534918276374443,1.1417620673564655
0,2014-01-29,656,758,91.0,0.8654353562005277,1.1327111577605757
0,2014-01-30,339,1082,62.0,0.3133086876155268,1.1124432294083049
0,2014-01-31,921,487,79.0,1.891170431211499,1.117541984080132
0,2014-02-03,519,887,91.0,0.5851183765501691,1.0991292084547708
0,2014-02-04,699,710,95.0,0.9845070422535211,1.0909617265760507
0,2014-02-05,852,571,83.0,1.4921190893169878,1.0966621382484414
0,2014-02-06,663,731,111.0,0.9069767441860465,1.0904578036109067
0,2014-02-07,808,625,96.0,1.2928,1.096710772243278
0,2014-02-10,668,730,91.0,0.915068493150685,1.098381246092991
0,2014-02-11,649,761,100.0,0.8528252299605782,1.096136627730136
0,2014-02-12,636,767,108.0,0.8292046936114733,1.0834378912561125
0,2014-02-13,392,1031,75.0,0.3802133850630456,1.082369675614071
0,2014-02-14,638,756,104.0,0.843915343915344,1.08516689736889
0,2014-02-17,582,824,91.0,0.7063106796116505,1.0836916539479298
0,2014-02-18,807,601,109.0,1.3427620632279533,1.0895715906565036
0,2014-02-19,777,652,103.0,1.1917177914110428,1.0898391087066686
0,2014-02-20,558,851,89.0,0.6556991774383079,1.0880253139641975
0,2014-02-21,847,554,125.0,1.5288808664259927,1.0978041577984456
0,2014-02-24,733,698,103.0,1.0501432664756447,1.0945282182004286
0,2014-02-25,668,753,92.0,0.8871181938911022,1.0842882890282284
0,2014-02-26,693,749,87.0,0.9252336448598131,1.0840175256258577
0,2014-02-28,734,719,91.0,1.0208623087621698,1.080911030316394
0,2014-03-03,578,859,77.0,0.6728754365541327,1.0756159751581256
0,2014-03-04,950,509,75.0,1.8664047151277015,1.075177177670453
0,2014-03-05,834,594,108.0,1.404040404040404,1.0752322069393763
0,2014-03-06,1015,462,85.0,2.196969696969697,1.0856721132488478
0,2014-03-07,715,757,96.0,0.9445178335535006,1.0843788300459212
0,2014-03-10,797,678,93.0,1.1755162241887906,1.0910268896947992
0,2014-03-11,614,860,97.0,0.713953488372093,1.0890329018512472
0,2014-03-12,677,793,97.0,0.8537200504413619,1.0826992536471738
0,2014-03-13,608,850,112.0,0.7152941176470589,1.0718438090794096
0,2014-03-14,596,881,91.0,0.6765039727582293,1.0604381170996748
0,2014-03-18,854,626,89.0,1.3642172523961662,1.064739315411602
0,2014-03-19,739,718,109.0,1.0292479108635098,1.067214334202777
0,2014-03-20,585,884,90.0,0.6617647058823529,1.0681309383879038
0,2014-03-21,875,597,92.0,1.4656616415410386,1.0770030114777873
0,2014-03-22,782,524,69.0,1.4923664122137406,1.0789643468328014
0,2014-03-24,708,766,96.0,0.9242819843342036,1.0769433436113727
0,2014-03-25,661,820,102.0,0.8060975609756098,1.0727209858877955
